Resource,Cooling Time,Current Time,Replicas,Mode,,,,
172.5589226,1702909244,1702917444,2,pid,1702917463,,,375
161.3717155,1702909244,1702917466,2,predict,1702917466,-0.279057805,475212542.3,379
169.1919192,1702909244,1702917487,2,pid,1702917527,,,379
180.5555556,1702909244,1702917509,2,pid,1702917527,,,379
177.7480089,1702909244,1702917530,2,predict,1702917530,0.195106154,-332249533.2,382
171.854685,1702909244,1702917552,2,predict,1702917552,0.081128199,-138154482.7,382
178.4511785,1702909244,1702917573,2,pid,1702917613,,,382
175.0841751,1702909244,1702917595,2,pid,1702917613,,,382
182.8596507,1702909244,1702917616,2,predict,1702917616,0.120248963,-204773922.5,386
172.7213395,1702909244,1702917638,2,predict,1702917638,0.020870961,-35541378.24,386
181.3474495,1702909244,1702917659,2,predict,1702917659,0.03793434,-64598906.7,386
179.4105337,1702909244,1702917681,2,predict,1702917681,0.030267508,-51542923.89,386
177.1494195,1702909244,1702917703,2,predict,1702917703,0.002979333,-5073410.368,386
184.3162107,1702909244,1702917724,2,predict,1702917724,0.021885128,-37268422.83,386
182.65456,1702909244,1702917746,2,predict,1702917746,0.029077612,-49516630.37,386
197.3905724,1702909244,1702917767,2,pid,1702917807,,,386
197.8114478,1702909244,1702917789,2,pid,1702917807,,,386
177.0089063,1702909244,1702917810,2,predict,1702917810,-0.120716574,205570559.2,395
193.6026936,1702909244,1702917832,2,pid,1702917872,,,395
188.1313131,1702909244,1702917854,2,pid,1702917872,,,395
182.0021932,1702909244,1702917875,2,predict,1702917875,-0.065317547,111230572.4,398
180.0484982,1702909244,1702917897,2,predict,1702917897,-0.120916416,205910877.1,398
165.9956272,1702909244,1702917918,2,predict,1702917918,-0.182554938,310876215.4,398
167.9292929,1702909244,1702917940,2,pid,1702917980,,,398
178.4511785,1702909244,1702917961,2,pid,1702917980,,,398
196.4459154,1702909244,1702917983,2,predict,1702917983,0.407672219,-694232181.3,403
177.6324566,1702909244,1702918005,2,predict,1702918005,0.16957506,-288772261,403
171.4070003,1702909244,1702918026,2,predict,1702918026,-0.236339128,402466306,405
171.7171717,1702909244,1702918048,2,pid,1702918088,,,405
175.5050505,1702909244,1702918069,2,pid,1702918088,,,405
171.9838554,1702909244,1702918091,2,predict,1702918091,0.037254913,-63441918.3,408
178.5520892,1702909244,1702918112,2,predict,1702918112,0.058456641,-99546724.07,408
170.2311805,1702909244,1702918133,2,predict,1702918133,-0.019782933,33688858.8,408
176.3594212,1702909244,1702918155,2,predict,1702918155,-0.008222014,14001559.93,408
162.0173919,1702909244,1702918176,2,predict,1702918176,-0.051875523,88339909.5,408
168.3501684,1702909244,1702918198,2,pid,1702918238,,,408
171.7171717,1702909244,1702918219,2,pid,1702918238,,,408
159.2047789,1702909244,1702918241,2,predict,1702918241,-0.205371116,349730351.6,415
159.5117845,1702909244,1702918262,2,pid,1702918302,,,415
153.6195286,1702909244,1702918284,2,pid,1702918302,,,415
167.894502,1702909244,1702918305,2,predict,1702918305,0.0001682,-286291.8195,418
158.0595998,1702909244,1702918327,2,predict,1702918327,-0.041073445,69944856.64,418
167.7626485,1702909244,1702918348,2,predict,1702918348,-0.001609353,2740734.636,418
170.03367,1702909244,1702918370,2,pid,1702918410,,,418
175.5050505,1702909244,1702918391,2,pid,1702918410,,,418
192.6793899,1702909244,1702918413,2,predict,1702918413,0.356317047,-606778695.9,423
182.6149527,1702909244,1702918434,2,predict,1702918434,0.100868851,-171771273.9,423
161.0663841,1702909244,1702918456,2,predict,1702918456,-0.339207737,577643248.9,425
170.8754209,1702909244,1702918477,2,pid,1702918517,,,425
187.2895623,1702909244,1702918499,2,pid,1702918517,,,425
200.7706458,1702909244,1702918521,2,predict,1702918521,0.556186026,-947139303.5,428
187.695187,1702909244,1702918542,2,predict,1702918542,0.350008161,-596035210.8,428
210.016835,1702909244,1702918564,2,pid,1702918604,,,428
190.6565657,1702909244,1702918586,2,pid,1702918604,,,428
191.1622615,1702909244,1702918607,2,predict,1702918607,-0.006187934,10537717.71,432
191.6411702,1702909244,1702918629,2,predict,1702918629,-0.16044369,273222705.8,432
183.8214747,1702909244,1702918650,2,predict,1702918650,-0.154052771,262339490.9,432
193.6026936,1702909244,1702918672,2,pid,1702918712,,,432
191.4983165,1702909244,1702918694,2,pid,1702918712,,,432
189.1532358,1702909244,1702918715,2,predict,1702918715,0.331980113,-565334968.7,437
197.3198694,1702909244,1702918737,2,predict,1702918737,0.133098435,-226655648,437
202.2607608,1702909244,1702918758,2,predict,1702918758,0.137020542,-233334678.1,437
206.2289562,1702909244,1702918780,2,pid,1702918820,,,437
208.7542088,1702909244,1702918802,2,pid,1702918820,,,437
202.5209818,1702909244,1702918823,2,predict,1702918823,0.035681152,-60761935.08,442
203.2828283,1702909244,1702918845,2,pid,1702918885,,,442
204.1245791,1702909244,1702918867,2,pid,1702918885,,,442
192.8081667,1702909244,1702918888,2,predict,1702918888,-0.055868678,95139990.17,445
198.5856475,1702909244,1702918910,2,predict,1702918910,-0.041153309,70080911.65,445
196.969697,1702909244,1702918932,2,pid,1702918972,,,445
199.9158249,1702909244,1702918953,2,pid,1702918972,,,445
202.0927854,1702909244,1702918975,2,predict,1702918975,0.092546063,-157598279,449
201.1606786,1702909244,1702918996,2,predict,1702918996,0.062268707,-106038395.9,449
185.2145896,1702909244,1702919018,2,predict,1702919018,-0.128725978,219210067.9,449
182.6599327,1702909244,1702919039,2,pid,1702919079,,,449
172.1380471,1702909244,1702919061,2,pid,1702919079,,,449
180.8097829,1702909244,1702919082,2,predict,1702919082,-0.074536236,126929327.7,454
182.4593532,1702909244,1702919104,2,predict,1702919104,0.134777192,-229514501.2,455
185.0689664,1702909244,1702919126,2,predict,1702919126,0.090075591,-153391293.7,455
184.7643098,1702909244,1702919147,2,pid,1702919187,,,455
192.7609428,1702909244,1702919169,2,pid,1702919187,,,455
187.3286028,1702909244,1702919190,2,predict,1702919190,0.083223137,-141722117.4,459
196.7131732,1702909244,1702919212,2,predict,1702919212,0.079332442,-135096578.1,459
180.175316,1702909244,1702919233,2,predict,1702919233,-0.009819443,16721873.05,459
183.5754066,1702909244,1702919255,2,predict,1702919255,-0.030779159,52414575.13,459
186.9576853,1702909244,1702919276,2,predict,1702919276,-0.016938694,28845381.89,459
198.6531987,1702909244,1702919298,2,pid,1702919338,,,459
194.4444444,1702909244,1702919320,2,pid,1702919338,,,459
198.1873159,1702909244,1702919341,2,predict,1702919341,0.115444171,-196591942.7,466
193.5143998,1702909244,1702919363,2,predict,1702919363,0.079182921,-134841961.8,466
206.480236,1702909244,1702919384,2,predict,1702919384,0.117403254,-199928104.3,466
200.3326167,1702909244,1702919406,2,predict,1702919406,0.088820156,-151253394.2,466
208.1510289,1702909244,1702919427,2,predict,1702919427,0.0881227,-150065684.1,466
201.5044036,1702909244,1702919449,2,predict,1702919449,0.06520203,-111033631.7,466
213.3838384,1702909244,1702919470,2,pid,1702919510,,,466
204.5454545,1702909244,1702919492,2,pid,1702919510,,,466
199.6585585,1702909244,1702919514,2,predict,1702919514,0.202964648,-345632271.6,474
213.393882,1702909244,1702919535,2,predict,1702919535,-0.116564521,198500169.6,475
200.3578285,1702909244,1702919557,2,predict,1702919557,-0.18582648,316447708.2,475
191.0774411,1702909244,1702919578,2,pid,1702919618,,,475
191.9191919,1702909244,1702919600,2,pid,1702919618,,,475
186.6037691,1702909244,1702919621,2,predict,1702919621,0.00441805,-7523426.456,479
186.1146655,1702909244,1702919643,2,predict,1702919643,-0.030516012,51966470.93,479
174.4412858,1702909244,1702919665,2,predict,1702919665,-0.099316189,169127638.1,479
185.6060606,1702909244,1702919686,2,pid,1702919726,,,479
188.1313131,1702909244,1702919708,2,pid,1702919726,,,479
187.8629408,1702909244,1702919730,2,predict,1702919730,0.092465393,-157460981.1,484
149.7908247,1702909244,1702919751,2,predict,1702919751,-1.055658474,1797701763,485
164.7699072,1702919752,1702919772,1,horizontal_vertical_up,1702919772,,,485
12.62626263,1702919752,1702919794,1,pid,1702919834,,,485
1.683501684,1702919752,1702919815,1,pid,1702919834,,,485
3.15695154,1702919752,1702919836,1,predict,1702919836,-0.240170958,408991938.7,489
5.144064922,1702919752,1702919857,1,predict,1702919857,-0.169882208,289295838.4,489
5.142100807,1702919752,1702919879,1,predict,1702919879,-0.126481373,215387699.1,489
5.142100807,1702919752,1702919900,1,predict,1702919900,-0.097865747,166657584.3,489
5.142100807,1702919752,1702919921,1,predict,1702919921,-0.078001212,132829875.4,489
5.142100807,1702919752,1702919942,1,predict,1702919942,-0.063640267,108374339,489
5.142100807,1702919752,1702919963,1,predict,1702919963,2.90E-18,8.999999995,495
5.125844612,1702919752,1702919984,1,predict,1702919984,5.46E-18,8.999999991,495
